model,accuracy,precision,recall,f1_score,roc_auc,threshold,training_time,epochs,n_params
CNN1D,0.9583333333333334,0.8333333333333334,1.0,0.9090909090909091,0.9894736842105264,0.5,5.376926898956299,14,179713
